0,0014;-0,0324
0,0052;0,0493
0,0140;0,0849
0,0211;0,0927
0,0295;0,1019
0,0370;0,0791
0,0443;0,0452
0,0530;-0,0221
0,0608;-0,0434
0,0690;-0,0649
0,0771;-0,0743
0,0853;-0,0587
0,0925;-0,0631
0,1010;-0,0805
0,1090;-0,0848
0,1173;-0,0835
0,1249;-0,0623
0,1335;-0,0518
0,1403;-0,0234
0,1492;0,0203
0,1570;0,0576
0,1651;0,0782
0,1730;0,0678
0,1815;0,0738
0,1884;0,0786
0,1971;0,1088
0,2050;0,0737
0,2135;0,0624
0,2210;0,0583
0,2297;0,0208
0,2365;-0,0355
0,2461;-0,0509
0,2530;-0,0477
0,2609;-0,0859
0,2690;-0,1085
0,2773;-0,1056
0,2845;-0,1202
0,2930;-0,1066
0,3011;-0,0988
0,3092;-0,0793
0,3172;-0,0601
0,3249;-0,0431
0,3327;-0,0207
0,3411;-0,0118
0,3494;-0,0090
0,3572;0,0091
0,3657;0,0380
0,3740;0,0511
0,3822;0,0650
0,3896;0,0608
0,4000;0,0309
0,4054;0,0186
0,4151;-0,0124
0,4213;-0,0575
0,4301;-0,0522
0,4371;-0,0282
0,4464;-0,0285
0,4530;-0,0206
0,4609;0,0002
0,4693;-0,0188
0,4764;-0,0299
0,4852;0,0217
0,4931;-0,0024
0,5010;0,0247
0,5090;0,0411
0,5170;0,0140
0,5244;0,0201
0,5331;0,0239
0,5410;0,0278
0,5492;0,0490
0,5577;0,0443
0,5656;0,0479
0,5733;0,0481
0,5819;0,0495
0,5896;0,0232
0,6001;0,0556
0,6058;0,0431
0,6144;0,0145
0,6207;0,0373
0,6315;0,0675
0,6378;0,0452
0,6456;0,0781
0,6538;0,0823
0,6617;0,0768
0,6702;0,0953
0,6775;0,0654
0,6858;0,0565
0,6937;0,0253
0,7017;0,0769
0,7097;0,0938
0,7168;0,0718
0,7257;0,0923
0,7334;0,0983
0,7417;0,0966
0,7495;0,1063
0,7579;0,1079
0,7648;0,0995
0,7736;0,0856
0,7819;0,0672
0,7895;0,0919
0,8009;0,0668
0,8071;0,0666
0,8127;0,0836
0,8217;0,0751
0,8321;0,1107
0,8376;0,1422
0,8482;0,0933
0,8540;0,0785
0,8607;0,0831
0,8697;0,0493
0,8776;0,0244
0,8860;0,0133
0,8934;0,0427
0,9015;0,0501
0,9090;0,0047
0,9176;-0,0506
0,9254;-0,0877
0,9332;-0,1018
0,9418;-0,0812
0,9498;-0,0664
0,9574;-0,0302
0,9652;-0,0059
0,9737;0,0095
0,9825;0,0356
0,9895;0,0848
1,0008;0,0924
1,0054;0,1041
1,0150;0,1310
1,0213;0,1107
1,0320;0,0960
1,0377;0,1028
1,0457;0,0979
1,0536;0,0670
1,0617;0,0456
1,0700;0,0479
1,0777;0,0092
1,0861;-0,0397
1,0938;-0,0583
1,1006;-0,0420
1,1094;-0,0171
1,1174;-0,0219
1,1256;-0,0443
1,1334;-0,0028
1,1419;-0,0102
1,1486;-0,0012
1,1577;0,0580
1,1654;0,0576
1,1742;0,0601
1,1821;0,0512
1,1896;0,0840
1,2016;0,0744
1,2054;0,0727
1,2155;0,0620
1,2218;0,0736
1,2322;0,0424
1,2383;0,0689
1,2453;0,0596
1,2539;0,0381
1,2617;0,0499
1,2700;0,0011
1,2776;0,0021
1,2863;-0,0163
1,2933;0,0103
1,3015;-0,0018
1,3093;0,0166
1,3173;0,0441
1,3256;0,0642
1,3343;0,0745
1,3412;0,0773
1,3493;0,0825
1,3581;0,0782
1,3654;0,0695
1,3738;0,0466
1,3822;-0,0047
1,3888;0,0067
1,4019;0,0038
1,4059;0,0319
1,4155;0,0383
1,4213;0,0659
1,4326;0,0384
1,4369;0,0420
1,4457;0,0478
1,4534;0,0416
1,4614;0,0666
1,4698;0,0419
1,4777;0,0513
1,4852;0,0423
1,4939;0,0292
1,5012;0,0212
1,5094;0,0305
1,5174;0,0138
1,5257;-0,0053
1,5326;0,0186
1,5413;0,0183
1,5500;0,0463
1,5576;0,0472
1,5659;0,0401
1,5739;0,0132
1,5822;0,0263
1,5895;0,0317
1,6016;0,0248
1,6054;0,0130
1,6158;0,0252
1,6218;0,0612
1,6291;0,0568
1,6375;0,0601
1,6453;0,0833
1,6541;0,0593
1,6617;0,0624
1,6703;0,0448
1,6772;0,0421
1,6858;0,0134
1,6934;0,0589
1,7018;0,0604
1,7098;0,0854
1,7175;0,1054
1,7248;0,1252
1,7332;0,0875
1,7416;0,0351
1,7492;0,0038
1,7574;-0,0453
1,7655;-0,0216
1,7732;-0,0065
1,7823;-0,0425
1,7893;-0,0572
1,8019;-0,0786
1,8058;-0,0969
1,8157;-0,0857
1,8207;-0,0812
1,8296;-0,0709
1,8380;-0,0457
1,8458;0,0229
1,8539;0,0637
1,8617;0,0695
1,8696;0,1048
1,8775;0,1236
1,8855;0,1329
1,8934;0,1393
1,9011;0,1259
1,9096;0,1238
1,9166;0,1142
1,9255;0,1182
1,9331;0,0908
1,9417;0,0732
1,9498;0,0123
1,9575;-0,0126
1,9659;-0,0281
1,9737;-0,0316
1,9828;-0,0185
1,9894;0,0307
2,0015;0,0127
2,0059;0,0425
2,0133;0,0481
2,0215;0,0343
2,0291;0,0273
2,0376;0,0349
2,0452;0,0093
2,0544;0,0248
2,0612;0,0457
2,0698;0,0527
2,0771;0,0501
2,0855;0,0737
2,0931;0,0806
2,1014;0,0446
2,1087;0,0394
2,1174;0,0461
2,1256;0,0574
2,1333;0,0253
2,1418;0,0169
2,1492;0,0227
2,1572;0,0021
2,1662;-0,0038
2,1734;0,0027
2,1830;-0,0025
2,1898;0,0094
2,2016;0,0282
2,2048;-0,0030
2,2137;-0,0009
2,2222;0,0250
2,2294;0,0241
2,2377;0,0326
2,2454;0,0551
2,2527;0,0297
2,2616;0,0167
2,2696;0,0226
2,2776;0,0477
2,2855;0,0277
2,2947;-0,0257
2,3026;-0,0022
2,3093;-0,0049
2,3175;0,0214
2,3254;0,0144
2,3333;0,0029
2,3413;-0,0156
2,3506;-0,0173
2,3579;0,0147
2,3664;0,0321
2,3735;0,0351
2,3830;0,0382
2,3898;0,0842
2,3967;0,0537
2,4084;0,0637
2,4138;0,0787
2,4221;0,0870
2,4294;0,0790
2,4376;0,0905
2,4454;0,0805
2,4539;0,0751
2,4617;0,0669
2,4693;0,0677
2,4773;0,0559
2,4855;0,0462
2,4926;0,0647
2,5023;0,0496
2,5097;0,0442
2,5175;0,0197
2,5253;0,0239
2,5339;0,0160
2,5412;0,0344
2,5499;0,0216
2,5577;0,0329
2,5663;0,0304
2,5739;0,0449
2,5830;0,0641
2,5888;0,0880
2,6023;0,0930
2,6056;0,1242
2,6136;0,1292
2,6214;0,0819
2,6297;0,0636
2,6372;0,0405
2,6455;0,0238
2,6538;0,0162
2,6613;0,0390
2,6694;0,0117
2,6780;0,0108
2,6846;-0,0306
2,6935;-0,0457
2,7028;-0,0797
2,7093;-0,0542
2,7173;-0,0667
2,7257;-0,0641
2,7335;-0,0273
2,7418;-0,0180
2,7497;0,0091
2,7574;0,0604
2,7666;0,1044
2,7747;0,1695
2,7831;0,2144
2,7895;0,2674
2,8024;0,2663
2,8055;0,2209
2,8134;0,2032
2,8217;0,1586
2,8293;0,1159
2,8380;0,0856
2,8453;0,0392
2,8537;0,0268
2,8615;-0,0088
2,8704;-0,0412
2,8766;-0,0564
2,8853;-0,0763
2,8932;-0,1031
2,9026;-0,0725
2,9094;-0,0877
2,9174;0,0189
2,9254;0,0008
2,9338;0,0422
2,9413;0,0815
2,9503;0,0876
2,9576;0,0895
2,9672;0,0916
2,9732;0,0942
2,9831;0,0950
2,9897;0,0697
2,9975;0,0782
3,0056;0,0896
3,0162;0,0841
3,0206;0,1024
3,0292;0,0872
3,0373;0,0693
3,0451;0,0920
3,0537;0,0641
3,0618;0,0266
3,0688;0,0107
3,0773;0,0311
3,0855;0,0537
3,0936;0,0785
3,1074;0,0837
3,1095;0,1145
3,1167;0,0899
3,1254;0,0624
3,1349;0,0585
3,1415;0,0259
3,1499;0,0413
3,1581;0,0306
3,1663;0,0393
3,1734;0,0340
3,1837;0,0124
3,1897;-0,0087
3,2029;-0,0412
3,2058;-0,0518
3,2128;-0,0572
3,2220;-0,0243
3,2296;-0,0180
3,2378;0,0121
3,2458;0,0109
3,2548;0,0140
3,2610;-0,0022
3,2697;-0,0018
3,2780;0,0201
3,2855;0,0154
3,2939;0,0204
3,3038;0,0251
3,3088;0,0486
3,3189;0,0218
3,3254;-0,0049
3,3335;0,0022
3,3413;0,0191
3,3502;-0,0356
3,3569;-0,0087
3,3675;-0,0220
3,3741;-0,0444
3,3837;-0,0377
3,3898;-0,0235
3,3977;-0,0163
3,4062;-0,0211
3,4139;-0,0142
3,4223;0,0191
3,4297;0,0330
3,4376;0,0348
3,4468;0,0560
3,4530;0,0777
3,4620;0,0756
3,4694;0,0645
3,4782;0,0561
3,4855;0,0381
3,4950;0,0078
3,5020;0,0032
3,5094;0,0033
3,5173;-0,0016
3,5262;-0,0161
3,5344;-0,0427
3,5423;-0,0674
3,5509;-0,0447
3,5578;-0,0282
3,5677;-0,0271
3,5736;-0,0120
3,5838;0,0103
3,5895;0,0543
3,5974;0,0677
3,6058;0,1200
3,6139;0,1366
3,6221;0,1462
3,6296;0,1487
3,6386;0,1392
3,6448;0,1318
3,6536;0,1122
3,6615;0,1283
3,6696;0,1296
3,6775;0,1186
3,6872;0,0788
3,6932;0,0437
3,7012;0,0207
3,7096;0,0262
3,7181;-0,0115
3,7258;-0,0255
3,7343;-0,0228
3,7407;-0,0012
3,7506;-0,0371
3,7578;-0,0011
3,7675;-0,0228
3,7737;0,0058
3,7840;0,0033
3,7891;0,0274
3,7978;0,0449
3,8061;0,0578
3,8137;0,0546
3,8220;0,0685
3,8299;0,0923
3,8370;0,0997
3,8453;0,0688
3,8540;0,0426
3,8619;0,0500
3,8704;0,0334
3,8773;0,0190
3,8876;0,0141
3,8937;0,0212
3,9013;-0,0005
3,9095;0,0428
3,9176;0,0504
3,9259;0,0607
3,9343;0,0925
3,9419;0,1171
3,9515;0,0981
3,9575;0,1123
3,9677;0,1188
3,9748;0,1180
3,9813;0,0690
3,9900;0,0461
3,9977;0,0209
4,0052;-0,0091
4,0133;-0,0082
4,0219;-0,0026
4,0291;0,0173
4,0381;0,0564
4,0454;0,0669
4,0536;0,0297
4,0614;0,0431
4,0711;0,0235
4,0767;0,0351
4,0857;0,0209
4,0933;0,0261
4,1015;0,0242
4,1093;0,0227
4,1178;0,0426
4,1246;0,0289
4,1344;0,0226
4,1413;0,0211
4,1502;0,0220
4,1576;0,0037
4,1667;-0,0120
4,1728;-0,0040
4,1816;-0,0150
4,1893;-0,0069
4,1977;0,0179
4,2060;0,0209
4,2147;0,0552
4,2217;0,0728
4,2301;0,1071
4,2381;0,0937
4,2457;0,1500
4,2535;0,1492
4,2617;0,1274
4,2687;0,1034
4,2779;0,0676
4,2875;0,0265
4,2939;0,0085
4,3029;-0,0150
4,3096;-0,0129
4,3178;-0,0421
4,3257;-0,0689
4,3345;-0,1025
4,3415;-0,0953
4,3506;-0,1003
4,3577;-0,0480
4,3670;-0,0073
4,3734;0,0841
4,3812;0,1019
4,3895;0,1399
4,3976;0,1761
4,4058;0,1552
4,4127;0,1627
4,4218;0,1651
4,4300;0,1452
4,4377;0,1342
4,4458;0,1040
4,4536;0,0714
4,4608;0,0294
4,4692;-0,0098
4,4774;-0,0416
4,4869;-0,0545
4,4937;-0,0749
4,5017;-0,0814
4,5096;-0,0449
4,5185;-0,0492
4,5257;-0,0486
4,5348;-0,0170
4,5415;-0,0048
4,5514;-0,0071
4,5573;0,0051
4,5675;0,0223
4,5739;0,0421
4,5817;0,0501
4,5904;0,0488
4,5980;0,0312
4,6053;0,0454
4,6138;0,0528
4,6225;0,0535
4,6299;0,0572
4,6376;0,0895
4,6455;0,0883
4,6529;0,0919
4,6620;0,0836
4,6693;0,0633
4,6777;0,0595
4,6885;0,0695
4,6940;0,0816
4,7023;0,0644
4,7100;0,0661
4,7184;0,0461
4,7260;0,0404
4,7349;0,0322
4,7418;0,0407
4,7527;0,0535
4,7580;0,0372
4,7656;0,0394
4,7733;0,0389
4,7816;0,0280
4,7901;0,0219
4,7971;0,0323
4,8061;0,0159
4,8136;0,0302
4,8220;0,0250
4,8297;0,0292
4,8381;0,0714
4,8451;0,0727
4,8537;0,0502
4,8614;0,0593
4,8693;0,0283
4,8778;-0,0091
4,8879;-0,0101
4,8939;-0,0126
4,9013;0,0047
4,9096;0,0031
4,9184;0,0090
4,9263;-0,0017
4,9352;-0,0027
4,9408;0,0173
4,9516;0,0389
4,9574;0,0551
4,9680;0,0661
4,9738;0,0864
4,9821;0,1230
4,9895;0,1075
4,9977;0,1236
5,0058;0,1066
5,0137;0,0707
5,0224;0,0425
5,0295;0,0115
5,0376;0,0233
5,0454;-0,0110
5,0535;-0,0291
5,0619;-0,0594
5,0695;-0,0865
5,0781;-0,1011
5,0892;-0,0936
5,0940;-0,1102
5,1022;-0,0676
5,1100;-0,0470
5,1185;0,0165
5,1258;0,0634
5,1357;0,0871
5,1417;0,1212
5,1516;0,1349
5,1578;0,1275
5,1656;0,1585
5,1742;0,1341
5,1816;0,1213
5,1900;0,1393
5,1982;0,1498
5,2062;0,1120
5,2135;0,0809
5,2217;0,0665
5,2293;0,0088
5,2376;0,0128
5,2453;-0,0101
5,2535;-0,0285
5,2614;-0,0233
5,2696;-0,0539
5,2769;-0,0128
5,2886;-0,0358
5,2941;-0,0227
5,3024;-0,0287
5,3095;-0,0221
5,3186;0,0086
5,3256;0,0203
5,3357;0,0635
5,3419;0,0402
5,3518;0,0457
5,3576;0,0799
5,3681;0,0805
5,3735;0,0497
5,3814;0,0426
5,3904;0,0285
5,3977;0,0500
5,4060;0,0378
5,4150;0,0230
5,4208;0,0250
5,4294;0,0223
5,4427;0,0054
5,4453;-0,0015
5,4543;-0,0060
5,4618;-0,0128
5,4714;-0,0029
5,4778;0,0120
5,4856;0,0218
5,4936;0,0124
5,5053;0,0027
5,5093;-0,0024
5,5184;0,0162
5,5258;0,0275
5,5361;0,0415
5,5413;0,0722
5,5519;0,0816
5,5583;0,0624
5,5645;0,0535
5,5740;-0,0055
5,5817;-0,0163
5,5900;0,0279
5,5976;0,0072
5,6065;0,0080
5,6130;0,0303
5,6216;0,0452
5,6295;0,0434
5,6374;0,0176
5,6460;0,0132
5,6536;0,0113
5,6615;0,0072
5,6694;0,0055
5,6779;-0,0012
5,6883;0,0228
5,6943;0,0300
5,7024;0,0298
5,7090;0,0439
5,7191;0,0409
5,7255;0,0206
5,7354;0,0073
5,7418;0,0372
5,7522;0,0287
5,7572;0,0325
5,7655;0,0775
5,7740;0,0822
5,7813;0,0876
5,7897;0,1054
5,7975;0,0681
5,8050;0,0571
5,8137;0,0768
5,8218;0,0912
5,8297;0,1050
5,8381;0,1133
5,8457;0,1045
5,8527;0,0624
5,8617;-0,0056
5,8693;-0,0612
5,8778;-0,0930
5,8893;-0,0723
5,8945;-0,0497
5,9028;0,0042
5,9096;0,0276
5,9195;0,0756
5,9255;0,0671
5,9356;0,1143
5,9424;0,1213
5,9488;0,1721
5,9576;0,1863
5,9652;0,2069
5,9737;0,1758
5,9813;0,1626
5,9897;0,1457
5,9970;0,1234
6,0058;0,1199
6,0133;0,0635
6,0216;0,0382
6,0298;-0,0010
6,0381;-0,0282
